"LOCATION","Country","SEX","Sex","AGE","Age","TIME","Time","Value","Flag Codes","Flags"
"DEU","Germany","W","Women","80_84","80 to 84","2011","2011",1446998,,
"DEU","Germany","W","Women","80_84","80 to 84","2012","2012",1431706,,
"DEU","Germany","W","Women","80_84","80 to 84","2013","2013",1409322,,
"DEU","Germany","W","Women","80_84","80 to 84","2014","2014",1418596,,
"DEU","Germany","W","Women","80_84","80 to 84","2015","2015",1473262,,
"DEU","Germany","W","Women","80_84","80 to 84","2016","2016",1550182,,
"DEU","Germany","W","Women","80_84","80 to 84","2017","2017",1646986,,
"DEU","Germany","W","Women","80_84","80 to 84","2018","2018",1761508,,
"DEU","Germany","W","Women","80_84","80 to 84","2019","2019",1874233,,
"DEU","Germany","W","Women","80_84","80 to 84","2020","2020",1961088,,
"DEU","Germany","M","Men","80_84","80 to 84","1990","1990",550415,,
"DEU","Germany","M","Men","80_84","80 to 84","1991","1991",551383,,
"DEU","Germany","M","Men","80_84","80 to 84","1992","1992",556409,,
"DEU","Germany","M","Men","80_84","80 to 84","1993","1993",563619,,
"DEU","Germany","M","Men","80_84","80 to 84","1994","1994",566740,,
"DEU","Germany","M","Men","80_84","80 to 84","1995","1995",552344,,
"DEU","Germany","M","Men","80_84","80 to 84","1996","1996",511441,,
"DEU","Germany","M","Men","80_84","80 to 84","1997","1997",456347,,
"DEU","Germany","M","Men","80_84","80 to 84","1998","1998",402993,,
"DEU","Germany","M","Men","80_84","80 to 84","1999","1999",378055,,
"DEU","Germany","M","Men","80_84","80 to 84","2000","2000",404982,,
"DEU","Germany","M","Men","80_84","80 to 84","2001","2001",467756,,
"DEU","Germany","M","Men","80_84","80 to 84","2002","2002",535314,,
"DEU","Germany","M","Men","80_84","80 to 84","2003","2003",591516,,
"DEU","Germany","M","Men","80_84","80 to 84","2004","2004",628482,,
"DEU","Germany","M","Men","80_84","80 to 84","2005","2005",652331,,
"DEU","Germany","M","Men","80_84","80 to 84","2006","2006",676672,,
"DEU","Germany","M","Men","80_84","80 to 84","2007","2007",710155,,
"DEU","Germany","M","Men","80_84","80 to 84","2008","2008",760894,,
"DEU","Germany","M","Men","80_84","80 to 84","2009","2009",817996,,
"DEU","Germany","M","Men","80_84","80 to 84","2010","2010",866000,,
"DEU","Germany","M","Men","80_84","80 to 84","2011","2011",880476,,
"DEU","Germany","M","Men","80_84","80 to 84","2012","2012",898425,,
"DEU","Germany","M","Men","80_84","80 to 84","2013","2013",902949,,
"DEU","Germany","M","Men","80_84","80 to 84","2014","2014",928609,,
"DEU","Germany","M","Men","80_84","80 to 84","2015","2015",987295,,
"DEU","Germany","M","Men","80_84","80 to 84","2016","2016",1059509,,
"DEU","Germany","M","Men","80_84","80 to 84","2017","2017",1143105,,
"DEU","Germany","M","Men","80_84","80 to 84","2018","2018",1236897,,
"DEU","Germany","M","Men","80_84","80 to 84","2019","2019",1328707,,
"DEU","Germany","M","Men","80_84","80 to 84","2020","2020",1401304,,
"DEU","Germany","T","Total","80_84","80 to 84","1990","1990",1864863,,
"DEU","Germany","T","Total","80_84","80 to 84","1991","1991",1888572,,
"DEU","Germany","T","Total","80_84","80 to 84","1992","1992",1913675,,
"DEU","Germany","T","Total","80_84","80 to 84","1993","1993",1943561,,
"DEU","Germany","T","Total","80_84","80 to 84","1994","1994",1959742,,
"DEU","Germany","T","Total","80_84","80 to 84","1995","1995",1917359,,
"DEU","Germany","T","Total","80_84","80 to 84","1996","1996",1784254,,
"DEU","Germany","T","Total","80_84","80 to 84","1997","1997",1597470,,
"DEU","Germany","T","Total","80_84","80 to 84","1998","1998",1409386,,
"DEU","Germany","T","Total","80_84","80 to 84","1999","1999",1310845,,
"DEU","Germany","T","Total","80_84","80 to 84","2000","2000",1386828,,
"DEU","Germany","T","Total","80_84","80 to 84","2001","2001",1589337,,
"DEU","Germany","T","Total","80_84","80 to 84","2002","2002",1808518,,
"DEU","Germany","T","Total","80_84","80 to 84","2003","2003",1992899,,
"DEU","Germany","T","Total","80_84","80 to 84","2004","2004",2109570,,
"DEU","Germany","T","Total","80_84","80 to 84","2005","2005",2151838,,
"DEU","Germany","T","Total","80_84","80 to 84","2006","2006",2161595,,
"DEU","Germany","T","Total","80_84","80 to 84","2007","2007",2178643,,
"DEU","Germany","T","Total","80_84","80 to 84","2008","2008",2225421,,
"DEU","Germany","T","Total","80_84","80 to 84","2009","2009",2285314,,
"DEU","Germany","T","Total","80_84","80 to 84","2010","2010",2333431,,
"DEU","Germany","T","Total","80_84","80 to 84","2011","2011",2327474,,
"DEU","Germany","T","Total","80_84","80 to 84","2012","2012",2330131,,
"DEU","Germany","T","Total","80_84","80 to 84","2013","2013",2312271,,
"DEU","Germany","T","Total","80_84","80 to 84","2014","2014",2347205,,
"DEU","Germany","T","Total","80_84","80 to 84","2015","2015",2460557,,
"DEU","Germany","T","Total","80_84","80 to 84","2016","2016",2609691,,
"DEU","Germany","T","Total","80_84","80 to 84","2017","2017",2790091,,
"DEU","Germany","T","Total","80_84","80 to 84","2018","2018",2998405,,
"DEU","Germany","T","Total","80_84","80 to 84","2019","2019",3202940,,
"DEU","Germany","T","Total","80_84","80 to 84","2020","2020",3362392,,
"DEU","Germany","W","Women","85_OVER","85 and over","1990","1990",825860,,
"DEU","Germany","W","Women","85_OVER","85 and over","1991","1991",864276,,
"DEU","Germany","W","Women","85_OVER","85 and over","1992","1992",911194,,
"DEU","Germany","W","Women","85_OVER","85 and over","1993","1993",959842,,
"DEU","Germany","W","Women","85_OVER","85 and over","1994","1994",1008089,,
"DEU","Germany","W","Women","85_OVER","85 and over","1995","1995",1055021,,
"DEU","Germany","W","Women","85_OVER","85 and over","1996","1996",1094701,,
"DEU","Germany","W","Women","85_OVER","85 and over","1997","1997",1136666,,
"DEU","Germany","W","Women","85_OVER","85 and over","1998","1998",1182933,,
"DEU","Germany","W","Women","85_OVER","85 and over","1999","1999",1223102,,
"DEU","Germany","W","Women","85_OVER","85 and over","2000","2000",1234051,,
"DEU","Germany","W","Women","85_OVER","85 and over","2001","2001",1199084,,
"DEU","Germany","W","Women","85_OVER","85 and over","2002","2002",1137815,,
"DEU","Germany","W","Women","85_OVER","85 and over","2003","2003",1073771,,
"DEU","Germany","W","Women","85_OVER","85 and over","2004","2004",1054971,,
"DEU","Germany","W","Women","85_OVER","85 and over","2005","2005",1104812,,
"DEU","Germany","W","Women","85_OVER","85 and over","2006","2006",1183509,,
"DEU","Germany","W","Women","85_OVER","85 and over","2007","2007",1255279,,
"DEU","Germany","W","Women","85_OVER","85 and over","2008","2008",1308984,,
"DEU","Germany","W","Women","85_OVER","85 and over","2009","2009",1352231,,
"DEU","Germany","W","Women","85_OVER","85 and over","2010","2010",1396960,,
"DEU","Germany","W","Women","85_OVER","85 and over","2011","2011",1411457,,
"DEU","Germany","W","Women","85_OVER","85 and over","2012","2012",1443304,,
"DEU","Germany","W","Women","85_OVER","85 and over","2013","2013",1468670,,
"DEU","Germany","W","Women","85_OVER","85 and over","2014","2014",1498933,,
"DEU","Germany","W","Women","85_OVER","85 and over","2015","2015",1526454,,
"DEU","Germany","W","Women","85_OVER","85 and over","2016","2016",1543013,,
"DEU","Germany","W","Women","85_OVER","85 and over","2017","2017",1548209,,
"DEU","Germany","W","Women","85_OVER","85 and over","2018","2018",1543296,,
"DEU","Germany","W","Women","85_OVER","85 and over","2019","2019",1566443,,
"DEU","Germany","W","Women","85_OVER","85 and over","2020","2020",1624162,,
"DEU","Germany","M","Men","85_OVER","85 and over","1990","1990",282134,,
"DEU","Germany","M","Men","85_OVER","85 and over","1991","1991",293557,,
"DEU","Germany","M","Men","85_OVER","85 and over","1992","1992",306023,,
"DEU","Germany","M","Men","85_OVER","85 and over","1993","1993",318615,,
"DEU","Germany","M","Men","85_OVER","85 and over","1994","1994",330016,,
"DEU","Germany","M","Men","85_OVER","85 and over","1995","1995",341197,,
"DEU","Germany","M","Men","85_OVER","85 and over","1996","1996",350836,,
"DEU","Germany","M","Men","85_OVER","85 and over","1997","1997",362697,,
"DEU","Germany","M","Men","85_OVER","85 and over","1998","1998",376268,,
"DEU","Germany","M","Men","85_OVER","85 and over","1999","1999",387915,,
"DEU","Germany","M","Men","85_OVER","85 and over","2000","2000",389864,,
"DEU","Germany","M","Men","85_OVER","85 and over","2001","2001",377311,,
"DEU","Germany","M","Men","85_OVER","85 and over","2002","2002",358071,,
"DEU","Germany","M","Men","85_OVER","85 and over","2003","2003",339514,,
"DEU","Germany","M","Men","85_OVER","85 and over","2004","2004",338133,,
"DEU","Germany","M","Men","85_OVER","85 and over","2005","2005",362251,,
"DEU","Germany","M","Men","85_OVER","85 and over","2006","2006",397724,,
"DEU","Germany","M","Men","85_OVER","85 and over","2007","2007",432068,,
"DEU","Germany","M","Men","85_OVER","85 and over","2008","2008",459718,,
"DEU","Germany","M","Men","85_OVER","85 and over","2009","2009",483356,,
"DEU","Germany","M","Men","85_OVER","85 and over","2010","2010",513289,,
"DEU","Germany","M","Men","85_OVER","85 and over","2011","2011",487172,,
"DEU","Germany","M","Men","85_OVER","85 and over","2012","2012",524010,,
"DEU","Germany","M","Men","85_OVER","85 and over","2013","2013",565098,,
"DEU","Germany","M","Men","85_OVER","85 and over","2014","2014",609189,,
"DEU","Germany","M","Men","85_OVER","85 and over","2015","2015",649738,,
"DEU","Germany","M","Men","85_OVER","85 and over","2016","2016",682850,,
"DEU","Germany","M","Men","85_OVER","85 and over","2017","2017",708000,,
"DEU","Germany","M","Men","85_OVER","85 and over","2018","2018",728195,,
"DEU","Germany","M","Men","85_OVER","85 and over","2019","2019",765738,,
"DEU","Germany","M","Men","85_OVER","85 and over","2020","2020",822230,,
"DEU","Germany","T","Total","85_OVER","85 and over","1990","1990",1107994,,
"DEU","Germany","T","Total","85_OVER","85 and over","1991","1991",1157833,,
"DEU","Germany","T","Total","85_OVER","85 and over","1992","1992",1217217,,
"DEU","Germany","T","Total","85_OVER","85 and over","1993","1993",1278457,,
"DEU","Germany","T","Total","85_OVER","85 and over","1994","1994",1338105,,
"DEU","Germany","T","Total","85_OVER","85 and over","1995","1995",1396218,,
"DEU","Germany","T","Total","85_OVER","85 and over","1996","1996",1445537,,
"DEU","Germany","T","Total","85_OVER","85 and over","1997","1997",1499363,,
"DEU","Germany","T","Total","85_OVER","85 and over","1998","1998",1559201,,
"DEU","Germany","T","Total","85_OVER","85 and over","1999","1999",1611017,,
"DEU","Germany","T","Total","85_OVER","85 and over","2000","2000",1623915,,
"DEU","Germany","T","Total","85_OVER","85 and over","2001","2001",1576395,,
"DEU","Germany","T","Total","85_OVER","85 and over","2002","2002",1495886,,
"DEU","Germany","T","Total","85_OVER","85 and over","2003","2003",1413285,,
"DEU","Germany","T","Total","85_OVER","85 and over","2004","2004",1393104,,
"DEU","Germany","T","Total","85_OVER","85 and over","2005","2005",1467063,,
"DEU","Germany","T","Total","85_OVER","85 and over","2006","2006",1581233,,
"DEU","Germany","T","Total","85_OVER","85 and over","2007","2007",1687347,,
"DEU","Germany","T","Total","85_OVER","85 and over","2008","2008",1768702,,
"DEU","Germany","T","Total","85_OVER","85 and over","2009","2009",1835587,,
"DEU","Germany","T","Total","85_OVER","85 and over","2010","2010",1910249,,
"DEU","Germany","T","Total","85_OVER","85 and over","2011","2011",1898629,,
"DEU","Germany","T","Total","85_OVER","85 and over","2012","2012",1967314,,
"DEU","Germany","T","Total","85_OVER","85 and over","2013","2013",2033768,,
"DEU","Germany","T","Total","85_OVER","85 and over","2014","2014",2108122,,
"DEU","Germany","T","Total","85_OVER","85 and over","2015","2015",2176192,,
"DEU","Germany","T","Total","85_OVER","85 and over","2016","2016",2225863,,
"DEU","Germany","T","Total","85_OVER","85 and over","2017","2017",2256209,,
"DEU","Germany","T","Total","85_OVER","85 and over","2018","2018",2271491,,
"DEU","Germany","T","Total","85_OVER","85 and over","2019","2019",2332181,,
"DEU","Germany","T","Total","85_OVER","85 and over","2020","2020",2446392,,
"DEU","Germany","W","Women","50_OVER","50 and over","1990","1990",15468822,,
"DEU","Germany","W","Women","50_OVER","50 and over","1991","1991",15665588,,
"DEU","Germany","W","Women","50_OVER","50 and over","1992","1992",15790701,,
"DEU","Germany","W","Women","50_OVER","50 and over","1993","1993",15870807,,
"DEU","Germany","W","Women","50_OVER","50 and over","1994","1994",15947036,,
"DEU","Germany","W","Women","50_OVER","50 and over","1995","1995",15954203,,
"DEU","Germany","W","Women","50_OVER","50 and over","1996","1996",15913605,,
"DEU","Germany","W","Women","50_OVER","50 and over","1997","1997",15917394,,
"DEU","Germany","W","Women","50_OVER","50 and over","1998","1998",15962935,,
"DEU","Germany","W","Women","50_OVER","50 and over","1999","1999",16048058,,
"DEU","Germany","W","Women","50_OVER","50 and over","2000","2000",16171206,,
"DEU","Germany","W","Women","50_OVER","50 and over","2001","2001",16305650,,
"DEU","Germany","W","Women","50_OVER","50 and over","2002","2002",16440605,,
"DEU","Germany","W","Women","50_OVER","50 and over","2003","2003",16570725,,
"DEU","Germany","W","Women","50_OVER","50 and over","2004","2004",16709670,,
"DEU","Germany","W","Women","50_OVER","50 and over","2005","2005",16860444,,
"DEU","Germany","W","Women","50_OVER","50 and over","2006","2006",17016056,,
"DEU","Germany","W","Women","50_OVER","50 and over","2007","2007",17185202,,
"DEU","Germany","W","Women","50_OVER","50 and over","2008","2008",17356295,,
"DEU","Germany","W","Women","50_OVER","50 and over","2009","2009",17536267,,
"DEU","Germany","W","Women","50_OVER","50 and over","2010","2010",17742389,,
"DEU","Germany","W","Women","50_OVER","50 and over","2011","2011",17794186,,
"DEU","Germany","W","Women","50_OVER","50 and over","2012","2012",18038434,,
"DEU","Germany","W","Women","50_OVER","50 and over","2013","2013",18288288,,
"DEU","Germany","W","Women","50_OVER","50 and over","2014","2014",18555533,,
"DEU","Germany","W","Women","50_OVER","50 and over","2015","2015",18816551,,
"DEU","Germany","W","Women","50_OVER","50 and over","2016","2016",19056968,,
"DEU","Germany","W","Women","50_OVER","50 and over","2017","2017",19280864,,
"DEU","Germany","W","Women","50_OVER","50 and over","2018","2018",19476827,,
"DEU","Germany","W","Women","50_OVER","50 and over","2019","2019",19646257,,
"DEU","Germany","W","Women","50_OVER","50 and over","2020","2020",19775322,,
"DEU","Germany","M","Men","50_OVER","50 and over","1990","1990",11328285,,
"DEU","Germany","M","Men","50_OVER","50 and over","1991","1991",11627076,,
"DEU","Germany","M","Men","50_OVER","50 and over","1992","1992",11850542,,
"DEU","Germany","M","Men","50_OVER","50 and over","1993","1993",12023672,,
"DEU","Germany","M","Men","50_OVER","50 and over","1994","1994",12187674,,
"DEU","Germany","M","Men","50_OVER","50 and over","1995","1995",12277402,,
"DEU","Germany","M","Men","50_OVER","50 and over","1996","1996",12321061,,
"DEU","Germany","M","Men","50_OVER","50 and over","1997","1997",12412759,,
"DEU","Germany","M","Men","50_OVER","50 and over","1998","1998",12546043,,
"DEU","Germany","M","Men","50_OVER","50 and over","1999","1999",12718414,,
"DEU","Germany","M","Men","50_OVER","50 and over","2000","2000",12922523,,
"DEU","Germany","M","Men","50_OVER","50 and over","2001","2001",13131749,,
"DEU","Germany","M","Men","50_OVER","50 and over","2002","2002",13340229,,
"DEU","Germany","M","Men","50_OVER","50 and over","2003","2003",13542916,,
"DEU","Germany","M","Men","50_OVER","50 and over","2004","2004",13748400,,
"DEU","Germany","M","Men","50_OVER","50 and over","2005","2005",13967068,,
"DEU","Germany","M","Men","50_OVER","50 and over","2006","2006",14196464,,
"DEU","Germany","M","Men","50_OVER","50 and over","2007","2007",14437515,,
"DEU","Germany","M","Men","50_OVER","50 and over","2008","2008",14678673,,
"DEU","Germany","M","Men","50_OVER","50 and over","2009","2009",14925174,,
"DEU","Germany","M","Men","50_OVER","50 and over","2010","2010",15195200,,
"DEU","Germany","M","Men","50_OVER","50 and over","2011","2011",15157108,,
"DEU","Germany","M","Men","50_OVER","50 and over","2012","2012",15461058,,
"DEU","Germany","M","Men","50_OVER","50 and over","2013","2013",15771624,,
"DEU","Germany","M","Men","50_OVER","50 and over","2014","2014",16092952,,
"DEU","Germany","M","Men","50_OVER","50 and over","2015","2015",16407002,,
"DEU","Germany","M","Men","50_OVER","50 and over","2016","2016",16690058,,
"DEU","Germany","M","Men","50_OVER","50 and over","2017","2017",16945509,,
"DEU","Germany","M","Men","50_OVER","50 and over","2018","2018",17176147,,
"DEU","Germany","M","Men","50_OVER","50 and over","2019","2019",17372546,,
"DEU","Germany","M","Men","50_OVER","50 and over","2020","2020",17514834,,
"DEU","Germany","T","Total","50_OVER","50 and over","1990","1990",26797107,,
"DEU","Germany","T","Total","50_OVER","50 and over","1991","1991",27292664,,
"DEU","Germany","T","Total","50_OVER","50 and over","1992","1992",27641243,,
"DEU","Germany","T","Total","50_OVER","50 and over","1993","1993",27894479,,
"DEU","Germany","T","Total","50_OVER","50 and over","1994","1994",28134710,,
"DEU","Germany","T","Total","50_OVER","50 and over","1995","1995",28231605,,
"DEU","Germany","T","Total","50_OVER","50 and over","1996","1996",28234666,,
"DEU","Germany","T","Total","50_OVER","50 and over","1997","1997",28330153,,
"DEU","Germany","T","Total","50_OVER","50 and over","1998","1998",28508978,,
"DEU","Germany","T","Total","50_OVER","50 and over","1999","1999",28766472,,
"DEU","Germany","T","Total","50_OVER","50 and over","2000","2000",29093729,,
"DEU","Germany","T","Total","50_OVER","50 and over","2001","2001",29437399,,
"DEU","Germany","T","Total","50_OVER","50 and over","2002","2002",29780834,,
"DEU","Germany","T","Total","50_OVER","50 and over","2003","2003",30113641,,
"DEU","Germany","T","Total","50_OVER","50 and over","2004","2004",30458070,,
"DEU","Germany","T","Total","50_OVER","50 and over","2005","2005",30827512,,
"DEU","Germany","T","Total","50_OVER","50 and over","2006","2006",31212520,,
"DEU","Germany","T","Total","50_OVER","50 and over","2007","2007",31622717,,
"DEU","Germany","T","Total","50_OVER","50 and over","2008","2008",32034968,,
"DEU","Germany","T","Total","50_OVER","50 and over","2009","2009",32461441,,
"DEU","Germany","T","Total","50_OVER","50 and over","2010","2010",32937589,,
"DEU","Germany","T","Total","50_OVER","50 and over","2011","2011",32951294,,
"DEU","Germany","T","Total","50_OVER","50 and over","2012","2012",33499492,,
"DEU","Germany","T","Total","50_OVER","50 and over","2013","2013",34059912,,
"DEU","Germany","T","Total","50_OVER","50 and over","2014","2014",34648485,,
"DEU","Germany","T","Total","50_OVER","50 and over","2015","2015",35223553,,
"DEU","Germany","T","Total","50_OVER","50 and over","2016","2016",35747026,,
"DEU","Germany","T","Total","50_OVER","50 and over","2017","2017",36226373,,
"DEU","Germany","T","Total","50_OVER","50 and over","2018","2018",36652974,,
"DEU","Germany","T","Total","50_OVER","50 and over","2019","2019",37018803,,
"DEU","Germany","T","Total","50_OVER","50 and over","2020","2020",37290156,,
"DEU","Germany","W","Women","LESS_20","Under 20","1990","1990",8412526,,
"DEU","Germany","W","Women","LESS_20","Under 20","1991","1991",8421026,,
"DEU","Germany","W","Women","LESS_20","Under 20","1992","1992",8443652,,
"DEU","Germany","W","Women","LESS_20","Under 20","1993","1993",8494051,,
"DEU","Germany","W","Women","LESS_20","Under 20","1994","1994",8530304,,
"DEU","Germany","W","Women","LESS_20","Under 20","1995","1995",8560321,,
"DEU","Germany","W","Women","LESS_20","Under 20","1996","1996",8590344,,
"DEU","Germany","W","Women","LESS_20","Under 20","1997","1997",8598493,,
"DEU","Germany","W","Women","LESS_20","Under 20","1998","1998",8577198,,
"DEU","Germany","W","Women","LESS_20","Under 20","1999","1999",8546228,,
"DEU","Germany","W","Women","LESS_20","Under 20","2000","2000",8500605,,
"DEU","Germany","W","Women","LESS_20","Under 20","2001","2001",8434362,,
"DEU","Germany","W","Women","LESS_20","Under 20","2002","2002",8360346,,
"DEU","Germany","W","Women","LESS_20","Under 20","2003","2003",8275895,,
"DEU","Germany","W","Women","LESS_20","Under 20","2004","2004",8186278,,
"DEU","Germany","W","Women","LESS_20","Under 20","2005","2005",8085183,,
"DEU","Germany","W","Women","LESS_20","Under 20","2006","2006",7961467,,
"DEU","Germany","W","Women","LESS_20","Under 20","2007","2007",7824817,,
"DEU","Germany","W","Women","LESS_20","Under 20","2008","2008",7682733,,
"DEU","Germany","W","Women","LESS_20","Under 20","2009","2009",7539855,,
"DEU","Germany","W","Women","LESS_20","Under 20","2010","2010",7408567,,
"DEU","Germany","W","Women","LESS_20","Under 20","2011","2011",7247750,,
"DEU","Germany","W","Women","LESS_20","Under 20","2012","2012",7188838,,
"DEU","Germany","W","Women","LESS_20","Under 20","2013","2013",7157318,,
"DEU","Germany","W","Women","LESS_20","Under 20","2014","2014",7160996,,
"DEU","Germany","W","Women","LESS_20","Under 20","2015","2015",7231389,,
"DEU","Germany","W","Women","LESS_20","Under 20","2016","2016",7321154,,
"DEU","Germany","W","Women","LESS_20","Under 20","2017","2017",7367430,,
"DEU","Germany","W","Women","LESS_20","Under 20","2018","2018",7395505,,
"DEU","Germany","W","Women","LESS_20","Under 20","2019","2019",7425421,,
"DEU","Germany","W","Women","LESS_20","Under 20","2020","2020",7443338,,
"DEU","Germany","M","Men","LESS_20","Under 20","1990","1990",8865744,,
"DEU","Germany","M","Men","LESS_20","Under 20","1991","1991",8877351,,
"DEU","Germany","M","Men","LESS_20","Under 20","1992","1992",8904687,,
"DEU","Germany","M","Men","LESS_20","Under 20","1993","1993",8961338,,
"DEU","Germany","M","Men","LESS_20","Under 20","1994","1994",8999496,,
"DEU","Germany","M","Men","LESS_20","Under 20","1995","1995",9029833,,
"DEU","Germany","M","Men","LESS_20","Under 20","1996","1996",9060993,,
"DEU","Germany","M","Men","LESS_20","Under 20","1997","1997",9069219,,
"DEU","Germany","M","Men","LESS_20","Under 20","1998","1998",9045321,,
"DEU","Germany","M","Men","LESS_20","Under 20","1999","1999",9010639,,
"DEU","Germany","M","Men","LESS_20","Under 20","2000","2000",8959290,,
"DEU","Germany","M","Men","LESS_20","Under 20","2001","2001",8890209,,
"DEU","Germany","M","Men","LESS_20","Under 20","2002","2002",8813897,,
"DEU","Germany","M","Men","LESS_20","Under 20","2003","2003",8720773,,
"DEU","Germany","M","Men","LESS_20","Under 20","2004","2004",8622142,,
"DEU","Germany","M","Men","LESS_20","Under 20","2005","2005",8513908,,
"DEU","Germany","M","Men","LESS_20","Under 20","2006","2006",8383228,,
"DEU","Germany","M","Men","LESS_20","Under 20","2007","2007",8239378,,
"DEU","Germany","M","Men","LESS_20","Under 20","2008","2008",8088966,,
"DEU","Germany","M","Men","LESS_20","Under 20","2009","2009",7939365,,
"DEU","Germany","M","Men","LESS_20","Under 20","2010","2010",7802085,,
"DEU","Germany","M","Men","LESS_20","Under 20","2011","2011",7628931,,
"DEU","Germany","M","Men","LESS_20","Under 20","2012","2012",7572145,,
"DEU","Germany","M","Men","LESS_20","Under 20","2013","2013",7544650,,
"DEU","Germany","M","Men","LESS_20","Under 20","2014","2014",7557224,,
"DEU","Germany","M","Men","LESS_20","Under 20","2015","2015",7680912,,
"DEU","Germany","M","Men","LESS_20","Under 20","2016","2016",7825110,,
"DEU","Germany","M","Men","LESS_20","Under 20","2017","2017",7869452,,
"DEU","Germany","M","Men","LESS_20","Under 20","2018","2018",7877803,,
"DEU","Germany","M","Men","LESS_20","Under 20","2019","2019",7886973,,
"DEU","Germany","M","Men","LESS_20","Under 20","2020","2020",7889202,,
"DEU","Germany","T","Total","LESS_20","Under 20","1990","1990",17278270,,
"DEU","Germany","T","Total","LESS_20","Under 20","1991","1991",17298377,,
"DEU","Germany","T","Total","LESS_20","Under 20","1992","1992",17348339,,
"DEU","Germany","T","Total","LESS_20","Under 20","1993","1993",17455389,,
"DEU","Germany","T","Total","LESS_20","Under 20","1994","1994",17529800,,
"DEU","Germany","T","Total","LESS_20","Under 20","1995","1995",17590154,,
"DEU","Germany","T","Total","LESS_20","Under 20","1996","1996",17651337,,
"DEU","Germany","T","Total","LESS_20","Under 20","1997","1997",17667712,,
"DEU","Germany","T","Total","LESS_20","Under 20","1998","1998",17622519,,
"DEU","Germany","T","Total","LESS_20","Under 20","1999","1999",17556867,,
"DEU","Germany","T","Total","LESS_20","Under 20","2000","2000",17459895,,
"DEU","Germany","T","Total","LESS_20","Under 20","2001","2001",17324571,,
"DEU","Germany","T","Total","LESS_20","Under 20","2002","2002",17174243,,
"DEU","Germany","T","Total","LESS_20","Under 20","2003","2003",16996668,,
"DEU","Germany","T","Total","LESS_20","Under 20","2004","2004",16808420,,
"DEU","Germany","T","Total","LESS_20","Under 20","2005","2005",16599091,,
"DEU","Germany","T","Total","LESS_20","Under 20","2006","2006",16344695,,
"DEU","Germany","T","Total","LESS_20","Under 20","2007","2007",16064195,,
"DEU","Germany","T","Total","LESS_20","Under 20","2008","2008",15771699,,
"DEU","Germany","T","Total","LESS_20","Under 20","2009","2009",15479220,,
"DEU","Germany","T","Total","LESS_20","Under 20","2010","2010",15210652,,
"DEU","Germany","T","Total","LESS_20","Under 20","2011","2011",14876681,,
"DEU","Germany","T","Total","LESS_20","Under 20","2012","2012",14760983,,
"DEU","Germany","T","Total","LESS_20","Under 20","2013","2013",14701968,,
"DEU","Germany","T","Total","LESS_20","Under 20","2014","2014",14718220,,
"DEU","Germany","T","Total","LESS_20","Under 20","2015","2015",14912301,,
"DEU","Germany","T","Total","LESS_20","Under 20","2016","2016",15146264,,
"DEU","Germany","T","Total","LESS_20","Under 20","2017","2017",15236882,,
"DEU","Germany","T","Total","LESS_20","Under 20","2018","2018",15273308,,
"DEU","Germany","T","Total","LESS_20","Under 20","2019","2019",15312394,,
"DEU","Germany","T","Total","LESS_20","Under 20","2020","2020",15332540,,
"DEU","Germany","W","Women","15-64","15 to 64","1990","1990",27041226,,
"DEU","Germany","W","Women","15-64","15 to 64","1991","1991",27086868,,
"DEU","Germany","W","Women","15-64","15 to 64","1992","1992",27173838,,
"DEU","Germany","W","Women","15-64","15 to 64","1993","1993",27265398,,
"DEU","Germany","W","Women","15-64","15 to 64","1994","1994",27311755,,
"DEU","Germany","W","Women","15-64","15 to 64","1995","1995",27364300,,
"DEU","Germany","W","Women","15-64","15 to 64","1996","1996",27438002,,
"DEU","Germany","W","Women","15-64","15 to 64","1997","1997",27496073,,
"DEU","Germany","W","Women","15-64","15 to 64","1998","1998",27527311,,
"DEU","Germany","W","Women","15-64","15 to 64","1999","1999",27528451,,
"DEU","Germany","W","Women","15-64","15 to 64","2000","2000",27497238,,
"DEU","Germany","W","Women","15-64","15 to 64","2001","2001",27472082,,
"DEU","Germany","W","Women","15-64","15 to 64","2002","2002",27458067,,
"DEU","Germany","W","Women","15-64","15 to 64","2003","2003",27413473,,
"DEU","Germany","W","Women","15-64","15 to 64","2004","2004",27312347,,
"DEU","Germany","W","Women","15-64","15 to 64","2005","2005",27177604,,
"DEU","Germany","W","Women","15-64","15 to 64","2006","2006",27027473,,
"DEU","Germany","W","Women","15-64","15 to 64","2007","2007",26910739,,
"DEU","Germany","W","Women","15-64","15 to 64","2008","2008",26812351,,
"DEU","Germany","W","Women","15-64","15 to 64","2009","2009",26688320,,
"DEU","Germany","W","Women","15-64","15 to 64","2010","2010",26647577,,
"DEU","Germany","W","Women","15-64","15 to 64","2011","2011",26286737,,
"DEU","Germany","W","Women","15-64","15 to 64","2012","2012",26350962,,
"DEU","Germany","W","Women","15-64","15 to 64","2013","2013",26403049,,
"DEU","Germany","W","Women","15-64","15 to 64","2014","2014",26439560,,
"DEU","Germany","W","Women","15-64","15 to 64","2015","2015",26516681,,
"DEU","Germany","W","Women","15-64","15 to 64","2016","2016",26571477,,
"DEU","Germany","W","Women","15-64","15 to 64","2017","2017",26549029,,
"DEU","Germany","W","Women","15-64","15 to 64","2018","2018",26516740,,
"DEU","Germany","W","Women","15-64","15 to 64","2019","2019",26462798,,
